stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
1,1,"Jackson & Austin Terminal","Jackson & Austin Terminal, Northeastbound, Bus Terminal",41.87632969,-87.77411061,0,,1
2,2,"5900 W Jackson","5900 W Jackson, Eastbound, Southside of the Street",41.87707463,-87.77132373,0,,1
4,4,"5700 W Jackson","5700 W Jackson, Eastbound, Southside of the Street",41.8769922,-87.76826417,0,,1
6,6,"Jackson & Lotus","Jackson & Lotus, Eastbound, Southeast Corner",41.87652085,-87.76145179,0,,1
7,7,"5351 W Jackson","5351 W Jackson, Eastbound, Southside of the Street",41.87655982,-87.75893123,0,,1
8,8,"Jackson & Lockwood","Jackson & Lockwood, Eastbound, Southeast Corner",41.87657185,-87.75731879,0,,1
9,9,"Jackson & Laramie","Jackson & Laramie, Eastbound, Southeast Corner",41.87660248,-87.75462104,0,,1
10,10,"Jackson & Leamington","Jackson & Leamington, Eastbound, Southeast Corner",41.8766342,-87.75317419,0,,1
11,11,"5047 W Jackson","5047 W Jackson, Eastbound, Southside of the Street",41.87665915,-87.75128834,0,,1
12,12,"Jackson & Lavergne","Jackson & Lavergne, Eastbound, Southeast Corner",41.87667615,-87.74884301,0,,1
13,13,"4849 W Jackson","4849 W Jackson, Eastbound, Southside of the Street",41.87669677,-87.74702316,0,,1
14,14,"Jackson & Cicero","Jackson & Cicero, Eastbound, Southeast Corner",41.87677098,-87.74483644,0,,1
15,15,"Jackson & Kilpatrick","Jackson & Kilpatrick, Eastbound, Southeast Corner",41.8768376,-87.74255479,0,,1
16,16,"Jackson & Kenton","Jackson & Kenton, Eastbound, Southside of the Street",41.87684143,-87.74059103,0,,1
18,18,"Jackson & Kilbourn","Jackson & Kilbourn, Eastbound, Southeast Corner",41.87689357,-87.73761999,0,,1
19,19,"Jackson & Kostner","Jackson & Kostner, Eastbound, Southeast Corner",41.87692282,-87.7351646,0,,1
20,20,"Jackson & Kildare","Jackson & Kildare, Eastbound, Southeast Corner",41.87694085,-87.73265578,0,,1
21,21,"Jackson & Keeler","Jackson & Keeler, Eastbound, Southeast Corner",41.87697085,-87.73020578,0,,1
22,22,"Jackson & Karlov","Jackson & Karlov, Eastbound, Southeast Corner",41.87701444,-87.72781365,0,,1
23,23,"Jackson & Pulaski","Jackson & Pulaski, Eastbound, Southeast Corner",41.87704788,-87.725335,0,,1
24,24,"Jackson & Springfield","Jackson & Springfield, Eastbound, Southeast Corner",41.8770764,-87.72296018,0,,1
25,25,"Jackson & Hamlin","Jackson & Hamlin, Eastbound, Southwest Corner",41.8770885,-87.72083241,0,,1
26,26,"Jackson & Central Park","Jackson & Central Park, Eastbound, Southeast Corner",41.87714967,-87.71548297,0,,1
27,27,"Jackson & St. Louis","Jackson & St. Louis, Eastbound, Southeast Corner",41.87718885,-87.71324677,0,,1
29,29,"Jackson & Spaulding","Jackson & Spaulding, Eastbound, Southeast Corner",41.87723901,-87.70828241,0,,1
30,30,"Jackson & Kedzie","Jackson & Kedzie, Eastbound, Southeast Corner",41.87726589,-87.7057797,0,,1
31,31,"Jackson & Albany","Jackson & Albany, Eastbound, Southeast Corner",41.87729585,-87.70332877,0,,1
32,32,"Jackson & Sacramento","Jackson & Sacramento, Eastbound, Southeast Corner",41.87732585,-87.70087277,0,,1
34,34,"Jackson & California","Jackson & California, Eastbound, Southeast Corner",41.87737867,-87.69596091,0,,1
36,36,"2609 W Jackson","2609 W Jackson, Eastbound, Southwest Corner",41.87743145,-87.6916633,0,,1
38,38,"Jackson & Western","Jackson & Western, Eastbound, Southeast Corner",41.87749727,-87.68603149,0,,1
39,39,"Jackson & Oakley","Jackson & Oakley, Eastbound, Southeast Corner",41.87750385,-87.68365776,0,,1
40,40,"Jackson & Leavitt","Jackson & Leavitt, Eastbound, Southeast Corner",41.87755181,-87.6812767,0,,1
41,41,"Jackson & Hoyne","Jackson & Hoyne, Eastbound, Southeast Corner",41.87740287,-87.67874163,0,,1
42,42,"Jackson & Damen","Jackson & Damen, Eastbound, Southwest Corner",41.87742885,-87.67667812,0,,1
44,44,"Damen & Congress","Damen & Congress, Southbound, Northwest Corner",41.87514532,-87.67664815,0,,1
48,48,"Harrison & Wood","Harrison & Wood, Eastbound, Southeast Corner",41.87406685,-87.67133976,0,,1
51,51,"Ashland & Van Buren","Ashland & Van Buren, Northbound, Northeast Corner",41.87655943,-87.66652097,0,,1
52,52,"Malcolm X College","Malcolm X College, Eastbound, Southside of the Street",41.87744033,-87.67484661,0,,1
53,53,"Jackson & Ogden","Jackson & Ogden, Eastbound, Southwest Corner",41.87749518,-87.67104307,0,,1
54,54,"Jackson & Paulina","Jackson & Paulina, Eastbound, Southeast Corner",41.87753226,-87.66899623,0,,1
55,55,"Jackson & Ashland","Jackson & Ashland, Eastbound, Southwest Corner",41.87756252,-87.66689641,0,,1
56,56,"Jackson & Laflin","Jackson & Laflin, Eastbound, Southeast Corner",41.87759785,-87.66407376,0,,1
57,57,"Jackson & Loomis","Jackson & Loomis, Eastbound, Southeast Corner",41.87764185,-87.66165776,0,,1
59,59,"Jackson & Racine","Jackson & Racine, Eastbound, Southeast Corner",41.87773716,-87.65678492,0,,1
60,60,"Jackson & Aberdeen","Jackson & Aberdeen, Eastbound, Southeast Corner",41.87775885,-87.65434376,0,,1
61,61,"Jackson & Morgan","Jackson & Morgan, Eastbound, Southeast Corner",41.87781483,-87.65170444,0,,1
63,63,"Jackson & Peoria","Jackson & Peoria, Eastbound, Southeast Corner",41.87785604,-87.64946649,0,,1
64,64,"Jackson & Halsted","Jackson & Halsted, Eastbound, Southeast Corner",41.87789765,-87.64697233,0,,1
65,65,"Jackson & Desplaines","Jackson & Desplaines, Eastbound, Southeast Corner",41.87793472,-87.6437564,0,,1
67,67,"Jackson & Canal","Jackson & Canal, Eastbound, Southwest Corner",41.87800485,-87.63978175,0,,1
68,68,"Jackson & Franklin","Jackson & Franklin, Eastbound, Southwest Corner",41.87805885,-87.63540675,0,,1
69,69,"Jackson & Financial Place","Jackson & Financial Place, Eastbound, Southwest Corner",41.87808885,-87.63287375,0,,1
70,70,"Jackson & Dearborn","Jackson & Dearborn, Eastbound, Southwest Corner",41.87812885,-87.62947275,0,,1
71,71,"Jackson & State","Jackson & State, Eastbound, Southwest Corner",41.87814885,-87.62790475,0,,1
72,72,"Jackson & Wabash","Jackson & Wabash, Eastbound, Southeast Corner",41.87821585,-87.62575775,0,,1
73,73,"Michigan & Van Buren/Ida B. Wells","Michigan & Van Buren/Ida B. Wells, Southbound, Westside of the Street",41.87627885,-87.62440175,0,,1
74,74,"Congress Plaza & Michigan","Congress Plaza & Michigan, Northeastbound, Southeast Corner",41.87486595,-87.62355688,0,,1
75,75,"Michigan & Van Buren","Michigan & Van Buren, Northbound, Southeast Corner",41.87669785,-87.62416575,0,,1
76,76,"Michigan & Jackson","Michigan & Jackson, Northbound, Southeast Corner",41.87814285,-87.62419875,0,,1
77,77,"Adams & Wabash","Adams & Wabash, Westbound, Northeast Corner",41.87958285,-87.62588975,0,,1
80,80,"Adams & Wells","Adams & Wells, Westbound, Northwest Corner",41.87943385,-87.63402975,0,,1
84,84,"Van Buren & Canal","Van Buren & Canal, Westbound, Northeast Corner",41.87683533,-87.63938621,0,,1
86,86,"Van Buren & Jefferson","Van Buren & Jefferson, Westbound, Northeast Corner",41.87678585,-87.64232475,0,,1
88,88,"Van Buren & Halsted","Van Buren & Halsted, Westbound, Northeast Corner",41.87673385,-87.64705376,0,,1
89,89,"Van Buren & Peoria","Van Buren & Peoria, Westbound, Northeast Corner",41.87668985,-87.64940675,0,,1
92,92,"Van Buren & Aberdeen","Van Buren & Aberdeen, Westbound, Northeast Corner",41.87662473,-87.65441295,0,,1
93,93,"Van Buren & Racine","Van Buren & Racine, Westbound, Northeast Corner",41.87658368,-87.65680927,0,,1
96,96,"Van Buren & Laflin","Van Buren & Laflin, Westbound, Northeast Corner",41.8764545,-87.66410593,0,,1
97,97,"Van Buren & Ashland","Van Buren & Ashland, Westbound, Northeast Corner",41.87641733,-87.66647663,0,,1
99,99,"Van Buren & Ogden","Van Buren & Ogden, Westbound, Northeast Corner",41.87633688,-87.67188223,0,,1
100,100,"1900 W Van Buren","1900 W Van Buren, Westbound, Northside of the Street",41.87624985,-87.67406276,0,,1
101,101,"Van Buren & Damen","Van Buren & Damen, Westbound, Northeast Corner",41.87624785,-87.67607776,0,,1
103,103,"Harrison & Paulina","Harrison & Paulina, Westbound, Northside of the Street",41.87421785,-87.66897576,0,,1
107,107,"Harrison & Ogden","Harrison & Ogden, Westbound, Northeast Corner",41.87414935,-87.67455277,0,,1
108,108,"Harrison & Damen","Harrison & Damen, Westbound, Northeast Corner",41.87411719,-87.67632629,0,,1
111,111,"Damen & Jackson","Damen & Jackson, Northbound, Southeast Corner",41.87741727,-87.67635712,0,,1
118,118,"Jackson & Rockwell","Jackson & Rockwell, Westbound, Northeast Corner",41.87756679,-87.69097654,0,,1
119,119,"Jackson & Washtenaw","Jackson & Washtenaw, Westbound, Northwest Corner",41.87753288,-87.69403808,0,,1
120,120,"Jackson & California","Jackson & California, Westbound, Northwest Corner",41.8775037,-87.69648924,0,,1
122,122,"Jackson & Sacramento","Jackson & Sacramento, Westbound, Northwest Corner",41.87745114,-87.70134023,0,,1
123,123,"Jackson & Albany","Jackson & Albany, Westbound, Northwest Corner",41.87741767,-87.70378846,0,,1
124,124,"Jackson & Kedzie","Jackson & Kedzie, Westbound, Northwest Corner",41.87740304,-87.70628389,0,,1
126,126,"Jackson & Homan","Jackson & Homan, Westbound, Northwest Corner",41.877361,-87.7111231,0,,1
127,127,"Jackson & St. Louis","Jackson & St. Louis, Westbound, Northwest Corner",41.87731351,-87.71366145,0,,1
128,128,"Central Park & Jackson","Central Park & Jackson, Southbound, Southwest Corner",41.87702457,-87.71587528,0,,1
129,129,"Jackson & Hamlin","Jackson & Hamlin, Westbound, Northwest Corner",41.87721835,-87.7210538,0,,1
130,130,"Jackson & Springfield","Jackson & Springfield, Westbound, Northwest Corner",41.87717625,-87.72333069,0,,1
131,131,"Jackson & Pulaski","Jackson & Pulaski, Westbound, Northwest Corner",41.87714451,-87.72580051,0,,1
132,132,"Jackson & Karlov","Jackson & Karlov, Westbound, Northwest Corner",41.87711549,-87.72820129,0,,1
133,133,"Jackson & Keeler","Jackson & Keeler, Westbound, Northwest Corner",41.87708512,-87.73065451,0,,1
134,134,"Jackson & Kildare","Jackson & Kildare, Westbound, Northwest Corner",41.87710235,-87.73311192,0,,1
135,135,"Jackson & Kostner","Jackson & Kostner, Westbound, Northwest Corner",41.87702535,-87.73556149,0,,1
136,136,"Jackson & Kilbourn","Jackson & Kilbourn, Westbound, Northwest Corner",41.87699504,-87.73799678,0,,1
138,138,"Jackson & Kenton","Jackson & Kenton, Westbound, Northwest Corner",41.87697331,-87.74070166,0,,1
139,139,"Jackson & Kilpatrick","Jackson & Kilpatrick, Westbound, Northwest Corner",41.8769345,-87.7428132,0,,1
140,140,"Jackson & Cicero","Jackson & Cicero, Westbound, Northwest Corner",41.87686678,-87.74542476,0,,1
141,141,"4900 W Jackson","4900 W Jackson, Westbound, Northside of the Street",41.87682886,-87.74714481,0,,1
142,142,"Jackson & Lavergne","Jackson & Lavergne, Westbound, Northwest Corner",41.87677894,-87.74973704,0,,1
143,143,"5056 W Jackson","5056 W Jackson, Westbound, Northside of the Street",41.87676513,-87.75161796,0,,1
144,144,"Jackson & Leamington","Jackson & Leamington, Westbound, Northwest Corner",41.87673642,-87.75354107,0,,1
145,145,"Jackson & Laramie","Jackson & Laramie, Westbound, Northwest Corner",41.87673823,-87.75524578,0,,1
146,146,"Jackson & Lockwood","Jackson & Lockwood, Westbound, Northwest Corner",41.87668465,-87.75783513,0,,1
147,147,"5400 W Jackson","5400 W Jackson, Westbound, Northside of the Street",41.87665683,-87.75968403,0,,1
148,148,"Jackson & Lotus","Jackson & Lotus, Westbound, Northwest Corner",41.87661996,-87.76155127,0,,1
149,149,"Jackson & Central","Jackson & Central, Westbound, Northeast Corner",41.87661149,-87.76460404,0,,1
150,150,"5700 W Jackson","5700 W Jackson, Westbound, Northside of the Street",41.87717765,-87.76801871,0,,1
152,152,"Jackson & Mayfield","Jackson & Mayfield, Westbound, Northside of the Street",41.87724593,-87.77130849,0,,1
153,153,"Harrison & Central Terminal","Harrison & Central Terminal, Northbound, Bus Terminal",41.87269084,-87.76480578,0,,1
154,154,"Harrison & Lotus","Harrison & Lotus, Eastbound, Southside of the Street",41.87281085,-87.76165979,0,,1
155,155,"5400 W Harrison","5400 W Harrison, Eastbound, Southside of the Street",41.87290785,-87.75937279,0,,1
156,156,"Harrison & Lockwood","Harrison & Lockwood, Eastbound, Southwest Corner",41.87286285,-87.75752579,0,,1
157,157,"Harrison & Laramie","Harrison & Laramie, Eastbound, Southeast Corner",41.87289038,-87.75449681,0,,1
158,158,"Harrison & Leamington","Harrison & Leamington, Eastbound, Southside of the Street",41.87290094,-87.75319089,0,,1
159,159,"Harrison & Lavergne","Harrison & Lavergne, Eastbound, Southwest Corner",41.8730097,-87.7492141,0,,1
160,160,"Harrison & Cicero","Harrison & Cicero, Eastbound, Southwest Corner",41.87307247,-87.74515134,0,,1
161,161,"Harrison & Kilpatrick","Harrison & Kilpatrick, Eastbound, Southwest Corner",41.87310685,-87.74266678,0,,1
162,162,"4630 W Harrison","4630 W Harrison, Eastbound, Southside of the Street",41.87320585,-87.74089878,0,,1
163,163,"Harrison & Kolmar","Harrison & Kolmar, Eastbound, Southwest Corner",41.87321285,-87.73949378,0,,1
164,164,"Harrison & Kilbourn","Harrison & Kilbourn, Eastbound, Southwest Corner",41.87322127,-87.73795427,0,,1
165,165,"Harrison & Kostner","Harrison & Kostner, Eastbound, Southwest Corner",41.87377219,-87.73550165,0,,1
166,166,"Kostner & Lexington","Kostner & Lexington, Southbound, Northwest Corner",41.87163685,-87.73522878,0,,1
167,167,"Fifth Avenue & Kostner","Fifth Avenue & Kostner, Northeastbound, Southeast Corner",41.8702706,-87.73495763,0,,1
168,168,"Fifth Avenue & Kildare","Fifth Avenue & Kildare, Northeastbound, Southwest Corner",41.87090772,-87.73270669,0,,1
169,169,"Fifth Avenue & Keeler","Fifth Avenue & Keeler, Northeastbound, Southwest Corner",41.87160785,-87.73010778,0,,1
170,170,"Fifth Avenue & Karlov","Fifth Avenue & Karlov, Northeastbound, Southwest Corner",41.87230485,-87.72760878,0,,1
171,171,"Fifth Avenue & Pulaski","Fifth Avenue & Pulaski, Northeastbound, Southwest Corner",41.87290333,-87.72557642,0,,1
172,172,"Harrison & Springfield","Harrison & Springfield, Eastbound, Southwest Corner",41.87342685,-87.72309278,0,,1
174,174,"Harrison & Independence","Harrison & Independence, Eastbound, Southeast Corner",41.87346485,-87.71957078,0,,1
175,175,"Harrison & Lawndale","Harrison & Lawndale, Eastbound, Southwest Corner",41.87347685,-87.71822178,0,,1
177,177,"Harrison & St. Louis","Harrison & St. Louis, Eastbound, Southwest Corner",41.87354885,-87.71333277,0,,1
178,178,"Harrison & Homan","Harrison & Homan, Eastbound, Southwest Corner",41.87357385,-87.71088577,0,,1
179,179,"Harrison & Spaulding","Harrison & Spaulding, Eastbound, Southwest Corner",41.87360985,-87.70846677,0,,1
181,181,"Harrison & Albany","Harrison & Albany, Eastbound, Southwest Corner",41.87365961,-87.70351956,0,,1
182,182,"Harrison & Sacramento","Harrison & Sacramento, Eastbound, Southwest Corner",41.8736976,-87.70105456,0,,1
183,183,"Harrison & Francisco","Harrison & Francisco, Eastbound, Southwest Corner",41.87372385,-87.69866677,0,,1
185,185,"Harrison & Washtenaw","Harrison & Washtenaw, Eastbound, Southwest Corner",41.87376285,-87.69378477,0,,1
186,186,"Harrison & Maplewood","Harrison & Maplewood, Eastbound, Southwest Corner",41.87379285,-87.69071077,0,,1
187,187,"Harrison & Campbell","Harrison & Campbell, Eastbound, Southwest Corner",41.87381185,-87.68880277,0,,1
188,188,"Harrison & Western","Harrison & Western, Eastbound, Southwest Corner",41.87383119,-87.68641377,0,,1
189,189,"Harrison & Oakley","Harrison & Oakley, Eastbound, Southwest Corner",41.87388985,-87.68391877,0,,1
190,190,"Harrison & Leavitt","Harrison & Leavitt, Eastbound, Southwest Corner",41.87391885,-87.68145476,0,,1
191,191,"Harrison & Hoyne","Harrison & Hoyne, Eastbound, Southwest Corner",41.87395785,-87.67899576,0,,1
193,193,"Harrison & Ashland","Harrison & Ashland, Eastbound, Southwest Corner",41.87411343,-87.66679946,0,,1
198,198,"Harrison & Racine","Harrison & Racine, Eastbound, Southwest Corner",41.87419885,-87.65717276,0,,1
200,200,"Harrison & Morgan","Harrison & Morgan, Eastbound, Southside of the Street",41.87429085,-87.65194376,0,,1
201,201,"900 W Harrison","900 W Harrison, Eastbound, Southside of the Street",41.87434885,-87.64913776,0,,1
205,205,"UIC-Halsted Blue Line Station","UIC-Halsted Blue Line Station, Southbound, Westside of the Street",41.87550785,-87.64725975,0,,1
206,206,"Harrison & Halsted","Harrison & Halsted, Westbound, Northwest Corner",41.87444885,-87.64775575,0,,1
207,207,"900 W Harrison","900 W Harrison, Westbound, Northside of the Street",41.87448546,-87.64986857,0,,1
208,208,"Harrison & Morgan","Harrison & Morgan, Westbound, Northeast Corner",41.87447085,-87.65158876,0,,1
210,210,"Harrison & Racine","Harrison & Racine, Westbound, Northwest Corner",41.87433785,-87.65745276,0,,1
216,216,"Harrison & Hoyne","Harrison & Hoyne, Westbound, Northeast Corner",41.87404485,-87.67873476,0,,1
217,217,"Harrison & Leavitt","Harrison & Leavitt, Westbound, Northeast Corner",41.87401685,-87.68121076,0,,1
218,218,"Harrison & Oakley","Harrison & Oakley, Westbound, Northeast Corner",41.87399537,-87.68359471,0,,1
220,220,"Harrison & Campbell","Harrison & Campbell, Westbound, Northeast Corner",41.87392985,-87.68854877,0,,1
221,221,"Harrison & Maplewood","Harrison & Maplewood, Westbound, Northeast Corner",41.87392085,-87.69049877,0,,1
222,222,"Harrison & Washtenaw","Harrison & Washtenaw, Westbound, Northeast Corner",41.87385785,-87.69358477,0,,1
224,224,"Harrison & Francisco","Harrison & Francisco, Westbound, Northeast Corner",41.87381685,-87.69841077,0,,1
225,225,"Harrison & Sacramento","Harrison & Sacramento, Westbound, Northeast Corner",41.87386648,-87.70085674,0,,1
226,226,"Harrison & Albany","Harrison & Albany, Westbound, Northeast Corner",41.87383048,-87.70329775,0,,1
227,227,"Harrison & Kedzie","Harrison & Kedzie, Westbound, Northeast Corner",41.87376025,-87.70572473,0,,1
228,228,"Congress & Kedzie","Congress & Kedzie, Westbound, Northwest Corner",41.87497523,-87.70608926,0,,1
229,229,"Congress & Spaulding","Congress & Spaulding, Westbound, Northeast Corner",41.87460959,-87.70824509,0,,1
230,230,"Congress & Homan","Congress & Homan, Westbound, Northeast Corner",41.87460259,-87.71054309,0,,1
231,231,"Congress & St. Louis","Congress & St. Louis, Westbound, Northeast Corner",41.87438451,-87.71239605,0,,1
233,233,"3700 W Congress","3700 W Congress, Westbound, Northside of the Street",41.87453781,-87.71791086,0,,1
234,234,"Congress & Hamlin/Independence","Congress & Hamlin/Independence, Westbound, Northeast Corner",41.87451733,-87.71961994,0,,1
235,235,"Congress & Springfield","Congress & Springfield, Westbound, Northeast Corner",41.87450385,-87.72259378,0,,1
237,237,"Congress & Karlov","Congress & Karlov, Westbound, Northeast Corner",41.87440653,-87.72775279,0,,1
239,239,"Congress & Kildare","Congress & Kildare, Westbound, Northeast Corner",41.87435429,-87.73270879,0,,1
240,240,"Harrison & Kostner","Harrison & Kostner, Westbound, Northwest Corner",41.87378259,-87.7357051,0,,1
241,241,"Harrison & Kilbourn","Harrison & Kilbourn, Westbound, Northeast Corner",41.87335215,-87.73747524,0,,1
242,242,"Harrison & Kolmar","Harrison & Kolmar, Westbound, Northeast Corner",41.87331008,-87.73914453,0,,1
243,243,"4630 W Harrison","4630 W Harrison, Westbound, Northside of the Street",41.87325648,-87.74083009,0,,1
244,244,"Harrison & Kilpatrick","Harrison & Kilpatrick, Westbound, Northeast Corner",41.87320602,-87.74242219,0,,1
246,246,"Harrison & Lavergne","Harrison & Lavergne, Westbound, Northeast Corner",41.87308181,-87.74899335,0,,1
247,247,"Harrison & Leamington","Harrison & Leamington, Westbound, Northeast Corner",41.87306137,-87.75320701,0,,1
248,248,"Harrison & Laramie","Harrison & Laramie, Westbound, Northeast Corner",41.87302624,-87.75465645,0,,1
249,249,"Harrison & Lockwood","Harrison & Lockwood, Westbound, Northeast Corner",41.87296136,-87.75730902,0,,1
250,250,"5400 W Harrison","5400 W Harrison, Westbound, Northside of the Street",41.87296047,-87.75948602,0,,1
252,252,"Harrison & Central","Harrison & Central, Westbound, Northeast Corner",41.8729318,-87.76448301,0,,1
257,257,"5500W Roosevelt","5500W Roosevelt, Eastbound, Southside of the Street",41.86555861,-87.76277863,0,,1
258,258,"Roosevelt & 54th Avenue","Roosevelt & 54th Avenue, Eastbound, Southwest Corner",41.86560082,-87.75946501,0,,1
259,259,"5300 W. Roosevelt","5300 W. Roosevelt, Eastbound, Southside of the Street",41.86565722,-87.75705856,0,,1
260,260,"Roosevelt & Laramie","Roosevelt & Laramie, Eastbound, Southwest Corner",41.86565643,-87.7546797,0,,1
261,261,"Roosevelt & 51st Avenue","Roosevelt & 51st Avenue, Eastbound, Southwest Corner",41.86574288,-87.75214404,0,,1
262,262,"Roosevelt & 50th Avenue","Roosevelt & 50th Avenue, Eastbound, Southwest Corner",41.86575762,-87.74976505,0,,1
263,263,"Roosevelt & 49th Avenue","Roosevelt & 49th Avenue, Eastbound, Southwest Corner",41.86579576,-87.74733325,0,,1
265,265,"Roosevelt & 47th Avenue","Roosevelt & 47th Avenue, Eastbound, Southwest Corner",41.86586623,-87.74241643,0,,1
268,268,"Roosevelt & Kilbourn","Roosevelt & Kilbourn, Eastbound, Southwest Corner",41.86593515,-87.73750567,0,,1
270,270,"Roosevelt & Kildare","Roosevelt & Kildare, Eastbound, Southwest Corner",41.8660058,-87.732603,0,,1
272,272,"Roosevelt & Karlov","Roosevelt & Karlov, Eastbound, Southwest Corner",41.86608285,-87.72772678,0,,1
274,274,"Roosevelt & Springfield","Roosevelt & Springfield, Eastbound, Southwest Corner",41.86612293,-87.72282704,0,,1
275,275,"Roosevelt & Independence","Roosevelt & Independence, Eastbound, Southwest Corner",41.86615631,-87.72026823,0,,1
277,277,"Roosevelt & Lawndale","Roosevelt & Lawndale, Eastbound, Southwest Corner",41.86618561,-87.71794769,0,,1
278,278,"Roosevelt & Central Park","Roosevelt & Central Park, Eastbound, Southwest Corner",41.86621189,-87.71564039,0,,1
279,279,"Roosevelt & St. Louis","Roosevelt & St. Louis, Eastbound, Southwest Corner",41.86626585,-87.71308677,0,,1
283,283,"Roosevelt & Albany","Roosevelt & Albany, Eastbound, Southwest Corner",41.86635347,-87.70325277,0,,1
284,284,"Roosevelt & Sacramento","Roosevelt & Sacramento, Eastbound, Southwest Corner",41.86637815,-87.70095927,0,,1
285,285,"Roosevelt & Francisco","Roosevelt & Francisco, Eastbound, Southside of the Street",41.86642685,-87.69843277,0,,1
287,287,"Roosevelt & Washtenaw","Roosevelt & Washtenaw, Eastbound, Southwest Corner",41.86648285,-87.69353277,0,,1
288,288,"Roosevelt & Talman","Roosevelt & Talman, Eastbound, Southwest Corner",41.86649285,-87.69230777,0,,1
296,296,"Roosevelt & Wolcott","Roosevelt & Wolcott, Eastbound, Southside of the Street",41.8666326,-87.67357317,0,,1
297,297,"Roosevelt & Wood","Roosevelt & Wood, Eastbound, Southwest Corner",41.86665128,-87.67147397,0,,1
298,298,"Roosevelt & Paulina","Roosevelt & Paulina, Eastbound, Southside of the Street",41.86669842,-87.6690135,0,,1
300,300,"Roosevelt & Laflin","Roosevelt & Laflin, Eastbound, Southwest Corner",41.86677527,-87.66410565,0,,1
302,302,"Roosevelt & Throop","Roosevelt & Throop, Eastbound, Southwest Corner",41.86685398,-87.65926234,0,,1
303,303,"Roosevelt & Racine","Roosevelt & Racine, Eastbound, Southwest Corner",41.86689478,-87.6568219,0,,1
305,305,"Roosevelt & Blue Island","Roosevelt & Blue Island, Eastbound, Southwest Corner",41.8669458,-87.65361104,0,,1
306,306,"Roosevelt & Morgan","Roosevelt & Morgan, Eastbound, Southwest Corner",41.86703739,-87.65122947,0,,1
307,307,"900 W Roosevelt","900 W Roosevelt, Eastbound, Southside of the Street",41.86701396,-87.6494113,0,,1
310,310,"Roosevelt & Jefferson","Roosevelt & Jefferson, Eastbound, Southwest Corner",41.86712646,-87.64227639,0,,1
312,312,"Roosevelt & Canal","Roosevelt & Canal, Eastbound, Southeast Corner",41.86714676,-87.63883173,0,,1
315,315,"Roosevelt & Clark","Roosevelt & Clark, Eastbound, Southwest Corner",41.86724646,-87.63061186,0,,1
316,316,"Roosevelt & State","Roosevelt & State, Eastbound, Southeast Corner",41.86729484,-87.6271163,0,,1
326,326,"327 W Roosevelt","327 W Roosevelt, Westbound, Northside of the Street",41.86742411,-87.63554935,0,,1
327,327,"Roosevelt & Canal","Roosevelt & Canal, Westbound, Northeast Corner",41.86740804,-87.63906117,0,,1
332,332,"900 W Roosevelt","900 W Roosevelt, Westbound, Northside of the Street",41.86722706,-87.6494372,0,,1
333,333,"Roosevelt & Morgan","Roosevelt & Morgan, Westbound, Northeast Corner",41.86719657,-87.65089924,0,,1
334,334,"Roosevelt & Blue Island","Roosevelt & Blue Island, Westbound, Northside of the Street",41.86717505,-87.65308541,0,,1
335,335,"Roosevelt & May","Roosevelt & May, Westbound, Northeast Corner",41.86712126,-87.65499687,0,,1
336,336,"Roosevelt & Racine","Roosevelt & Racine, Westbound, Northeast Corner",41.86711318,-87.65652081,0,,1
337,337,"Roosevelt & Throop","Roosevelt & Throop, Westbound, Northeast Corner",41.86707394,-87.65904044,0,,1
341,341,"Roosevelt & Paulina","Roosevelt & Paulina, Westbound, Northeast Corner",41.86703661,-87.66879849,0,,1
342,342,"Roosevelt & Wood","Roosevelt & Wood, Westbound, Northeast Corner",41.86701154,-87.67112898,0,,1
343,343,"Roosevelt & Wolcott","Roosevelt & Wolcott, Westbound, Northeast Corner",41.86696721,-87.67354398,0,,1
344,344,"Roosevelt & Damen","Roosevelt & Damen, Westbound, Northeast Corner",41.86694318,-87.67595854,0,,1
348,348,"Roosevelt & Western","Roosevelt & Western, Westbound, Northeast Corner",41.8667238,-87.68586026,0,,1
349,349,"Roosevelt & Campbell","Roosevelt & Campbell, Westbound, Northwest Corner",41.86669193,-87.68878149,0,,1
350,350,"Roosevelt & Talman","Roosevelt & Talman, Westbound, Northside of the Street",41.86660486,-87.69217277,0,,1
351,351,"Roosevelt & Washtenaw","Roosevelt & Washtenaw, Westbound, Northeast Corner",41.86664268,-87.69330786,0,,1
353,353,"Roosevelt & Francisco","Roosevelt & Francisco, Westbound, Northeast Corner",41.86657293,-87.69825689,0,,1
354,354,"Roosevelt & Sacramento","Roosevelt & Sacramento, Westbound, Northeast Corner",41.8665476,-87.70065175,0,,1
355,355,"Roosevelt & Albany","Roosevelt & Albany, Westbound, Northeast Corner",41.86651976,-87.70315054,0,,1
356,356,"Roosevelt & Kedzie","Roosevelt & Kedzie, Westbound, Northeast Corner",41.86650842,-87.70540846,0,,1
357,357,"Roosevelt & Spaulding","Roosevelt & Spaulding, Westbound, Northeast Corner",41.86645756,-87.70793171,0,,1
358,358,"Roosevelt & Homan","Roosevelt & Homan, Westbound, Northeast Corner",41.86642578,-87.71027553,0,,1
359,359,"Roosevelt & St. Louis","Roosevelt & St. Louis, Westbound, Northeast Corner",41.86641244,-87.7128794,0,,1
361,361,"Roosevelt & Lawndale","Roosevelt & Lawndale, Westbound, Northside of the Street",41.86635319,-87.71777095,0,,1
